image_name,front_page,name,description,standard
227(8).jpg,227(1).jpg,黄山八勝圖,"本册未署紀年，據畫風、題跋及石濤游歷黄山的相關史料可知，約繪於康熙九年，係石濤傳世黄山題材之佳作。
册中八幀依次爲山溪道上、黄山道上、白龍潭、蓮花峰、鳴弦泉、湯池、煉丹臺、文殊院八處景致。除第七幀爲水墨外，其餘皆爲設色，細筆勾皴、秀潤淡雅，從中可略窺石濤早年山水畫之面目。另本册是否爲實景寫生之作，尚有争議。
石濤居宣城時曾數游黄山。本册第三幀、第七幀有“桃花源、白龍潭□□冰琳上人#”“煉丹臺逢籜庵、吼堂諸子”之題，這些細節都與曹鈖在康熙八年九月游黄山後所作的《游黄山記》高度吻合。本圖藏于泉屋博古館。",FALSE
227(9).jpg,227(1).jpg,黄山八勝圖,"本册未署紀年，據畫風、題跋及石濤游歷黄山的相關史料可知，約繪於康熙九年，係石濤傳世黄山題材之佳作。
册中八幀依次爲山溪道上、黄山道上、白龍潭、蓮花峰、鳴弦泉、湯池、煉丹臺、文殊院八處景致。除第七幀爲水墨外，其餘皆爲設色，細筆勾皴、秀潤淡雅，從中可略窺石濤早年山水畫之面目。另本册是否爲實景寫生之作，尚有争議。
石濤居宣城時曾數游黄山。本册第三幀、第七幀有“桃花源、白龍潭□□冰琳上人#”“煉丹臺逢籜庵、吼堂諸子”之題，這些細節都與曹鈖在康熙八年九月游黄山後所作的《游黄山記》高度吻合。本圖藏于泉屋博古館。",FALSE
228(1).jpg,228(1).jpg,山水（十二開）,本圖藏于中國美術館、波士頓藝術博物館、科隆東亞藝術博物館、泉屋博古館和四川博物院。,FALSE
228(10).jpg,228(1).jpg,山水（十二開）,本圖藏于中國美術館、波士頓藝術博物館、科隆東亞藝術博物館、泉屋博古館和四川博物院。,FALSE
228(11).jpg,228(1).jpg,山水（十二開）,本圖藏于中國美術館、波士頓藝術博物館、科隆東亞藝術博物館、泉屋博古館和四川博物院。,FALSE
228(12).jpg,228(1).jpg,山水（十二開）,本圖藏于中國美術館、波士頓藝術博物館、科隆東亞藝術博物館、泉屋博古館和四川博物院。,FALSE
228(13).jpg,228(1).jpg,山水（十二開）,本圖藏于中國美術館、波士頓藝術博物館、科隆東亞藝術博物館、泉屋博古館和四川博物院。,FALSE
228(14).jpg,228(1).jpg,山水（十二開）,本圖藏于中國美術館、波士頓藝術博物館、科隆東亞藝術博物館、泉屋博古館和四川博物院。,FALSE
228(15).jpg,228(1).jpg,山水（十二開）,本圖藏于中國美術館、波士頓藝術博物館、科隆東亞藝術博物館、泉屋博古館和四川博物院。,FALSE
228(16).jpg,228(1).jpg,山水（十二開）,本圖藏于中國美術館、波士頓藝術博物館、科隆東亞藝術博物館、泉屋博古館和四川博物院。,FALSE
228(17).jpg,228(1).jpg,山水（十二開）,本圖藏于中國美術館、波士頓藝術博物館、科隆東亞藝術博物館、泉屋博古館和四川博物院。,FALSE
228(18).jpg,228(1).jpg,山水（十二開）,本圖藏于中國美術館、波士頓藝術博物館、科隆東亞藝術博物館、泉屋博古館和四川博物院。,FALSE
228(19).jpg,228(1).jpg,山水（十二開）,本圖藏于中國美術館、波士頓藝術博物館、科隆東亞藝術博物館、泉屋博古館和四川博物院。,FALSE
228(2).jpg,228(1).jpg,山水（十二開）,本圖藏于中國美術館、波士頓藝術博物館、科隆東亞藝術博物館、泉屋博古館和四川博物院。,FALSE
228(20).jpg,228(1).jpg,山水（十二開）,本圖藏于中國美術館、波士頓藝術博物館、科隆東亞藝術博物館、泉屋博古館和四川博物院。,FALSE
228(21).jpg,228(1).jpg,山水（十二開）,本圖藏于中國美術館、波士頓藝術博物館、科隆東亞藝術博物館、泉屋博古館和四川博物院。,FALSE
228(22).jpg,228(1).jpg,山水（十二開）,本圖藏于中國美術館、波士頓藝術博物館、科隆東亞藝術博物館、泉屋博古館和四川博物院。,FALSE
228(23).jpg,228(1).jpg,山水（十二開）,本圖藏于中國美術館、波士頓藝術博物館、科隆東亞藝術博物館、泉屋博古館和四川博物院。,FALSE
228(24).jpg,228(1).jpg,山水（十二開）,本圖藏于中國美術館、波士頓藝術博物館、科隆東亞藝術博物館、泉屋博古館和四川博物院。,FALSE
228(25).jpg,228(1).jpg,山水（十二開）,本圖藏于中國美術館、波士頓藝術博物館、科隆東亞藝術博物館、泉屋博古館和四川博物院。,FALSE
228(26).jpg,228(1).jpg,山水（十二開）,本圖藏于中國美術館、波士頓藝術博物館、科隆東亞藝術博物館、泉屋博古館和四川博物院。,FALSE
228(27).jpg,228(1).jpg,山水（十二開）,本圖藏于中國美術館、波士頓藝術博物館、科隆東亞藝術博物館、泉屋博古館和四川博物院。,FALSE
228(28).jpg,228(1).jpg,山水（十二開）,本圖藏于中國美術館、波士頓藝術博物館、科隆東亞藝術博物館、泉屋博古館和四川博物院。,FALSE
228(29).jpg,228(1).jpg,山水（十二開）,本圖藏于中國美術館、波士頓藝術博物館、科隆東亞藝術博物館、泉屋博古館和四川博物院。,FALSE
228(3).jpg,228(1).jpg,山水（十二開）,本圖藏于中國美術館、波士頓藝術博物館、科隆東亞藝術博物館、泉屋博古館和四川博物院。,FALSE
228(4).jpg,228(1).jpg,山水（十二開）,本圖藏于中國美術館、波士頓藝術博物館、科隆東亞藝術博物館、泉屋博古館和四川博物院。,FALSE
228(5).jpg,228(1).jpg,山水（十二開）,本圖藏于中國美術館、波士頓藝術博物館、科隆東亞藝術博物館、泉屋博古館和四川博物院。,FALSE
228(6).jpg,228(1).jpg,山水（十二開）,本圖藏于中國美術館、波士頓藝術博物館、科隆東亞藝術博物館、泉屋博古館和四川博物院。,FALSE
228(7).jpg,228(1).jpg,山水（十二開）,本圖藏于中國美術館、波士頓藝術博物館、科隆東亞藝術博物館、泉屋博古館和四川博物院。,FALSE
228(8).jpg,228(1).jpg,山水（十二開）,本圖藏于中國美術館、波士頓藝術博物館、科隆東亞藝術博物館、泉屋博古館和四川博物院。,FALSE
228(9).jpg,228(1).jpg,山水（十二開）,本圖藏于中國美術館、波士頓藝術博物館、科隆東亞藝術博物館、泉屋博古館和四川博物院。,FALSE
229.jpg,229.jpg,廬山觀瀑圖,"本圖乃石濤名下難得一見的絹本巨製。畫未紀年，據署款“清湘陳人濟”與書畫風格等判斷，或爲石濤晚年作品。
畫中高山飛瀑，雲遮霧繞。高遠、深遠並用，雄偉、幽微兼具。山巒以淡墨勾皴，層層積染。以色破墨，以墨醒色。設色在淺絳與青緑之間，明麗生動。
學界對本圖的表現内涵有多種闡釋：有研究者指出本圖或與石濤、喝濤二人早年雲游廬山的經歷有關，其構圖與視覺效果來源於廬山的真實地貌；亦有研究者考證本圖所寫的是傳統文人意味的廬山之景，側重於展現物我一體的境界；另有研究者認爲本圖藴含了道家思想。本圖藏于泉屋博古館。",FALSE
22.jpg,22.jpg,獨峰石橋圖,"康熙十七年長至，石濤應鍾山西天道院之請，離開宣城前往南京，由此邁入其新的人生階段。本圖繪於次年夏，時石濤正寄居南京西天寺。
本圖爲一幅獨特的窄長細軸，近景爲水口崖石，中景爲一座石橋連接兩岸，遠景則爲一高聳如筍的山峰突出雲表，間以荷葉皴爲之。由山峰直下而至溪水懸流，加深了縱向的垂直感，這樣的構圖與筆法在古今畫作中頗爲少見。
本圖之於“石濤研究”的重要性，不僅在於其對石濤生平行迹考述有所助益，更重要的是從中還可品察石濤對文人畫傳統的認識。他在題跋中將倪瓚、黄公望諸家作品視爲“靺鞨、木難”般的奇珍異寶，“目過形隨”而“數日寢食有味”。這爲其“性懶多病”的孤寂生活帶來些許快慰，也激發了他的創作靈感。本圖藏于上海博物館。",FALSE
230(1).jpg,230(1).jpg,山水（十二開）,"本册無石濤署款，第一幀左下有“趙子泗印”朱文方印一枚。趙子泗與石濤交誼匪淺，尊稱其爲“石師”。册中另有“得少佳趣”橢圓印十一枚，是否爲石濤或趙氏之印，難下斷語。此印亦見於石濤、趙子泗《蘭竹山水》（四川博物院藏）。
本册曾爲今人李一氓鑑藏。
本册入編《中國古代書畫目録》《中國古代書畫圖目》。本圖藏于中國美術館、波士頓藝術博物館、科隆東亞藝術博物館、泉屋博古館和四川博物院。",FALSE
230(10).jpg,230(1).jpg,山水（十二開）,"本册無石濤署款，第一幀左下有“趙子泗印”朱文方印一枚。趙子泗與石濤交誼匪淺，尊稱其爲“石師”。册中另有“得少佳趣”橢圓印十一枚，是否爲石濤或趙氏之印，難下斷語。此印亦見於石濤、趙子泗《蘭竹山水》（四川博物院藏）。
本册曾爲今人李一氓鑑藏。
本册入編《中國古代書畫目録》《中國古代書畫圖目》。本圖藏于中國美術館、波士頓藝術博物館、科隆東亞藝術博物館、泉屋博古館和四川博物院。",FALSE
230(11).jpg,230(1).jpg,山水（十二開）,"本册無石濤署款，第一幀左下有“趙子泗印”朱文方印一枚。趙子泗與石濤交誼匪淺，尊稱其爲“石師”。册中另有“得少佳趣”橢圓印十一枚，是否爲石濤或趙氏之印，難下斷語。此印亦見於石濤、趙子泗《蘭竹山水》（四川博物院藏）。
本册曾爲今人李一氓鑑藏。
本册入編《中國古代書畫目録》《中國古代書畫圖目》。本圖藏于中國美術館、波士頓藝術博物館、科隆東亞藝術博物館、泉屋博古館和四川博物院。",FALSE
230(12).jpg,230(1).jpg,山水（十二開）,"本册無石濤署款，第一幀左下有“趙子泗印”朱文方印一枚。趙子泗與石濤交誼匪淺，尊稱其爲“石師”。册中另有“得少佳趣”橢圓印十一枚，是否爲石濤或趙氏之印，難下斷語。此印亦見於石濤、趙子泗《蘭竹山水》（四川博物院藏）。
本册曾爲今人李一氓鑑藏。
本册入編《中國古代書畫目録》《中國古代書畫圖目》。本圖藏于中國美術館、波士頓藝術博物館、科隆東亞藝術博物館、泉屋博古館和四川博物院。",FALSE
230(13).jpg,230(1).jpg,山水（十二開）,"本册無石濤署款，第一幀左下有“趙子泗印”朱文方印一枚。趙子泗與石濤交誼匪淺，尊稱其爲“石師”。册中另有“得少佳趣”橢圓印十一枚，是否爲石濤或趙氏之印，難下斷語。此印亦見於石濤、趙子泗《蘭竹山水》（四川博物院藏）。
本册曾爲今人李一氓鑑藏。
本册入編《中國古代書畫目録》《中國古代書畫圖目》。本圖藏于中國美術館、波士頓藝術博物館、科隆東亞藝術博物館、泉屋博古館和四川博物院。",FALSE
230(14).jpg,230(1).jpg,山水（十二開）,"本册無石濤署款，第一幀左下有“趙子泗印”朱文方印一枚。趙子泗與石濤交誼匪淺，尊稱其爲“石師”。册中另有“得少佳趣”橢圓印十一枚，是否爲石濤或趙氏之印，難下斷語。此印亦見於石濤、趙子泗《蘭竹山水》（四川博物院藏）。
本册曾爲今人李一氓鑑藏。
本册入編《中國古代書畫目録》《中國古代書畫圖目》。本圖藏于中國美術館、波士頓藝術博物館、科隆東亞藝術博物館、泉屋博古館和四川博物院。",FALSE
230(2).jpg,230(1).jpg,山水（十二開）,"本册無石濤署款，第一幀左下有“趙子泗印”朱文方印一枚。趙子泗與石濤交誼匪淺，尊稱其爲“石師”。册中另有“得少佳趣”橢圓印十一枚，是否爲石濤或趙氏之印，難下斷語。此印亦見於石濤、趙子泗《蘭竹山水》（四川博物院藏）。
本册曾爲今人李一氓鑑藏。
本册入編《中國古代書畫目録》《中國古代書畫圖目》。本圖藏于中國美術館、波士頓藝術博物館、科隆東亞藝術博物館、泉屋博古館和四川博物院。",FALSE
230(3).jpg,230(1).jpg,山水（十二開）,"本册無石濤署款，第一幀左下有“趙子泗印”朱文方印一枚。趙子泗與石濤交誼匪淺，尊稱其爲“石師”。册中另有“得少佳趣”橢圓印十一枚，是否爲石濤或趙氏之印，難下斷語。此印亦見於石濤、趙子泗《蘭竹山水》（四川博物院藏）。
本册曾爲今人李一氓鑑藏。
本册入編《中國古代書畫目録》《中國古代書畫圖目》。本圖藏于中國美術館、波士頓藝術博物館、科隆東亞藝術博物館、泉屋博古館和四川博物院。",FALSE
230(4).jpg,230(1).jpg,山水（十二開）,"本册無石濤署款，第一幀左下有“趙子泗印”朱文方印一枚。趙子泗與石濤交誼匪淺，尊稱其爲“石師”。册中另有“得少佳趣”橢圓印十一枚，是否爲石濤或趙氏之印，難下斷語。此印亦見於石濤、趙子泗《蘭竹山水》（四川博物院藏）。
本册曾爲今人李一氓鑑藏。
本册入編《中國古代書畫目録》《中國古代書畫圖目》。本圖藏于中國美術館、波士頓藝術博物館、科隆東亞藝術博物館、泉屋博古館和四川博物院。",FALSE
230(5).jpg,230(1).jpg,山水（十二開）,"本册無石濤署款，第一幀左下有“趙子泗印”朱文方印一枚。趙子泗與石濤交誼匪淺，尊稱其爲“石師”。册中另有“得少佳趣”橢圓印十一枚，是否爲石濤或趙氏之印，難下斷語。此印亦見於石濤、趙子泗《蘭竹山水》（四川博物院藏）。
本册曾爲今人李一氓鑑藏。
本册入編《中國古代書畫目録》《中國古代書畫圖目》。本圖藏于中國美術館、波士頓藝術博物館、科隆東亞藝術博物館、泉屋博古館和四川博物院。",FALSE
230(6).jpg,230(1).jpg,山水（十二開）,"本册無石濤署款，第一幀左下有“趙子泗印”朱文方印一枚。趙子泗與石濤交誼匪淺，尊稱其爲“石師”。册中另有“得少佳趣”橢圓印十一枚，是否爲石濤或趙氏之印，難下斷語。此印亦見於石濤、趙子泗《蘭竹山水》（四川博物院藏）。
本册曾爲今人李一氓鑑藏。
本册入編《中國古代書畫目録》《中國古代書畫圖目》。本圖藏于中國美術館、波士頓藝術博物館、科隆東亞藝術博物館、泉屋博古館和四川博物院。",FALSE
230(7).jpg,230(1).jpg,山水（十二開）,"本册無石濤署款，第一幀左下有“趙子泗印”朱文方印一枚。趙子泗與石濤交誼匪淺，尊稱其爲“石師”。册中另有“得少佳趣”橢圓印十一枚，是否爲石濤或趙氏之印，難下斷語。此印亦見於石濤、趙子泗《蘭竹山水》（四川博物院藏）。
本册曾爲今人李一氓鑑藏。
本册入編《中國古代書畫目録》《中國古代書畫圖目》。本圖藏于中國美術館、波士頓藝術博物館、科隆東亞藝術博物館、泉屋博古館和四川博物院。",FALSE
230(8).jpg,230(1).jpg,山水（十二開）,"本册無石濤署款，第一幀左下有“趙子泗印”朱文方印一枚。趙子泗與石濤交誼匪淺，尊稱其爲“石師”。册中另有“得少佳趣”橢圓印十一枚，是否爲石濤或趙氏之印，難下斷語。此印亦見於石濤、趙子泗《蘭竹山水》（四川博物院藏）。
本册曾爲今人李一氓鑑藏。
本册入編《中國古代書畫目録》《中國古代書畫圖目》。本圖藏于中國美術館、波士頓藝術博物館、科隆東亞藝術博物館、泉屋博古館和四川博物院。",FALSE
230(9).jpg,230(1).jpg,山水（十二開）,"本册無石濤署款，第一幀左下有“趙子泗印”朱文方印一枚。趙子泗與石濤交誼匪淺，尊稱其爲“石師”。册中另有“得少佳趣”橢圓印十一枚，是否爲石濤或趙氏之印，難下斷語。此印亦見於石濤、趙子泗《蘭竹山水》（四川博物院藏）。
本册曾爲今人李一氓鑑藏。
本册入編《中國古代書畫目録》《中國古代書畫圖目》。本圖藏于中國美術館、波士頓藝術博物館、科隆東亞藝術博物館、泉屋博古館和四川博物院。",FALSE
236(1).jpg,236(1).jpg,山水（八開）,本册入編《中國古代書畫目録》《中國古代書畫圖目》《中國繪畫全集》。本圖藏于四川博物院、斯德哥爾摩遠東文物博物館、大都會博物館、故宫博物院和上海博物館。,FALSE
236(10).jpg,236(1).jpg,山水（八開）,本册入編《中國古代書畫目録》《中國古代書畫圖目》《中國繪畫全集》。本圖藏于四川博物院、斯德哥爾摩遠東文物博物館、大都會博物館、故宫博物院和上海博物館。,FALSE
236(2).jpg,236(1).jpg,山水（八開）,本册入編《中國古代書畫目録》《中國古代書畫圖目》《中國繪畫全集》。本圖藏于四川博物院、斯德哥爾摩遠東文物博物館、大都會博物館、故宫博物院和上海博物館。,FALSE
236(3).jpg,236(1).jpg,山水（八開）,本册入編《中國古代書畫目録》《中國古代書畫圖目》《中國繪畫全集》。本圖藏于四川博物院、斯德哥爾摩遠東文物博物館、大都會博物館、故宫博物院和上海博物館。,FALSE
236(4).jpg,236(1).jpg,山水（八開）,本册入編《中國古代書畫目録》《中國古代書畫圖目》《中國繪畫全集》。本圖藏于四川博物院、斯德哥爾摩遠東文物博物館、大都會博物館、故宫博物院和上海博物館。,FALSE
236(5).jpg,236(1).jpg,山水（八開）,本册入編《中國古代書畫目録》《中國古代書畫圖目》《中國繪畫全集》。本圖藏于四川博物院、斯德哥爾摩遠東文物博物館、大都會博物館、故宫博物院和上海博物館。,FALSE
236(6).jpg,236(1).jpg,山水（八開）,本册入編《中國古代書畫目録》《中國古代書畫圖目》《中國繪畫全集》。本圖藏于四川博物院、斯德哥爾摩遠東文物博物館、大都會博物館、故宫博物院和上海博物館。,FALSE
236(7).jpg,236(1).jpg,山水（八開）,本册入編《中國古代書畫目録》《中國古代書畫圖目》《中國繪畫全集》。本圖藏于四川博物院、斯德哥爾摩遠東文物博物館、大都會博物館、故宫博物院和上海博物館。,FALSE
236(8).jpg,236(1).jpg,山水（八開）,本册入編《中國古代書畫目録》《中國古代書畫圖目》《中國繪畫全集》。本圖藏于四川博物院、斯德哥爾摩遠東文物博物館、大都會博物館、故宫博物院和上海博物館。,FALSE
237.jpg,237.jpg,蒼壁長松圖,本圖入編《中國古代書畫目録》《中國古代書畫圖目》。本圖藏于上海博物館。,FALSE
243(1).jpg,243(1).jpg,雜畫,本册入編《中國古代書畫目録》《中國古代書畫圖目》。本圖藏于廣東省博物館、上海博物館、故宫博物院和武漢博物館。,FALSE
243(2).jpg,243(1).jpg,雜畫,本册入編《中國古代書畫目録》《中國古代書畫圖目》。本圖藏于廣東省博物館、上海博物館、故宫博物院和武漢博物館。,FALSE
243(3).jpg,243(1).jpg,雜畫,本册入編《中國古代書畫目録》《中國古代書畫圖目》。本圖藏于廣東省博物館、上海博物館、故宫博物院和武漢博物館。,FALSE
243(4).jpg,243(1).jpg,雜畫,本册入編《中國古代書畫目録》《中國古代書畫圖目》。本圖藏于廣東省博物館、上海博物館、故宫博物院和武漢博物館。,FALSE
243(5).jpg,243(1).jpg,雜畫,本册入編《中國古代書畫目録》《中國古代書畫圖目》。本圖藏于廣東省博物館、上海博物館、故宫博物院和武漢博物館。,FALSE
243(6).jpg,243(1).jpg,雜畫,本册入編《中國古代書畫目録》《中國古代書畫圖目》。本圖藏于廣東省博物館、上海博物館、故宫博物院和武漢博物館。,FALSE
245.jpg,245.jpg,游華陽山圖,"本圖未紀年，據題跋推測，或繪於石濤北上游歷天津期間，即康熙三十年前後。
圖中重峰疊嶂，林木茂密，奇石嶙峋，房舍掩映。松屋内隱見一士臨窗讀書，長廊中二人促膝對談。淺絳設色，淡雅中見沉厚。山石用筆雄健，長皴直落，舒緩自然。虬松運筆蒼勁，墨色厚重。叢林用朱紅圈葉，絢麗奪目。整幅綴以濃墨點苔，使山林蒼茫之氣躍然紙上。
康熙三十年秋冬之際，石濤應張霖、張霔昆仲之邀，客居天津較長時間。張霔，字念藝，號笨山，與石濤甚爲投契。石濤《雪中懷張笨山》詩云：“眼中才子誰爲是，燕山北道張天津。此時破雪擁萬卷，手中笑謝酒半巡。”本圖藏于上海博物館。",FALSE
246(1).jpg,246(1).jpg,書畫合璧,"本册共有畫六幀，筆墨蒼渾，敷色頗重。除第六幀有題詩外，其餘五幀唯有名款。就畫風而論，應爲石濤盛年時期作品。
對頁題詩與畫面内容似無清晰的對應關係。尤其是册後另附的題詩頁，上有數首石濤自京師南歸前後詩作，如《南歸賦别金臺諸公》《歸來酬友人作》等，時間已晚至康熙三十一年之後。
册中題詩内涵豐富，涉及石濤諸多友人，尤其是他在南京時期的好友，如程邃、周京、黄雲、馮蓼庵、張瑶星、張惣、湯燕生、戴本孝、杜岕、柳堉、吴嘉紀、周貞棲及佛門師兄元鋭祖庵等人。這些人對石濤中年時期的藝術思想及風格變化具有重要影響。本圖藏于上海博物館。",FALSE
246(10).jpg,246(1).jpg,書畫合璧,"本册共有畫六幀，筆墨蒼渾，敷色頗重。除第六幀有題詩外，其餘五幀唯有名款。就畫風而論，應爲石濤盛年時期作品。
對頁題詩與畫面内容似無清晰的對應關係。尤其是册後另附的題詩頁，上有數首石濤自京師南歸前後詩作，如《南歸賦别金臺諸公》《歸來酬友人作》等，時間已晚至康熙三十一年之後。
册中題詩内涵豐富，涉及石濤諸多友人，尤其是他在南京時期的好友，如程邃、周京、黄雲、馮蓼庵、張瑶星、張惣、湯燕生、戴本孝、杜岕、柳堉、吴嘉紀、周貞棲及佛門師兄元鋭祖庵等人。這些人對石濤中年時期的藝術思想及風格變化具有重要影響。本圖藏于上海博物館。",FALSE
246(11).jpg,246(1).jpg,書畫合璧,"本册共有畫六幀，筆墨蒼渾，敷色頗重。除第六幀有題詩外，其餘五幀唯有名款。就畫風而論，應爲石濤盛年時期作品。
對頁題詩與畫面内容似無清晰的對應關係。尤其是册後另附的題詩頁，上有數首石濤自京師南歸前後詩作，如《南歸賦别金臺諸公》《歸來酬友人作》等，時間已晚至康熙三十一年之後。
册中題詩内涵豐富，涉及石濤諸多友人，尤其是他在南京時期的好友，如程邃、周京、黄雲、馮蓼庵、張瑶星、張惣、湯燕生、戴本孝、杜岕、柳堉、吴嘉紀、周貞棲及佛門師兄元鋭祖庵等人。這些人對石濤中年時期的藝術思想及風格變化具有重要影響。本圖藏于上海博物館。",FALSE
246(12).jpg,246(1).jpg,書畫合璧,"本册共有畫六幀，筆墨蒼渾，敷色頗重。除第六幀有題詩外，其餘五幀唯有名款。就畫風而論，應爲石濤盛年時期作品。
對頁題詩與畫面内容似無清晰的對應關係。尤其是册後另附的題詩頁，上有數首石濤自京師南歸前後詩作，如《南歸賦别金臺諸公》《歸來酬友人作》等，時間已晚至康熙三十一年之後。
册中題詩内涵豐富，涉及石濤諸多友人，尤其是他在南京時期的好友，如程邃、周京、黄雲、馮蓼庵、張瑶星、張惣、湯燕生、戴本孝、杜岕、柳堉、吴嘉紀、周貞棲及佛門師兄元鋭祖庵等人。這些人對石濤中年時期的藝術思想及風格變化具有重要影響。本圖藏于上海博物館。",FALSE
246(13).jpg,246(1).jpg,書畫合璧,"本册共有畫六幀，筆墨蒼渾，敷色頗重。除第六幀有題詩外，其餘五幀唯有名款。就畫風而論，應爲石濤盛年時期作品。
對頁題詩與畫面内容似無清晰的對應關係。尤其是册後另附的題詩頁，上有數首石濤自京師南歸前後詩作，如《南歸賦别金臺諸公》《歸來酬友人作》等，時間已晚至康熙三十一年之後。
册中題詩内涵豐富，涉及石濤諸多友人，尤其是他在南京時期的好友，如程邃、周京、黄雲、馮蓼庵、張瑶星、張惣、湯燕生、戴本孝、杜岕、柳堉、吴嘉紀、周貞棲及佛門師兄元鋭祖庵等人。這些人對石濤中年時期的藝術思想及風格變化具有重要影響。本圖藏于上海博物館。",FALSE
246(14).jpg,246(1).jpg,書畫合璧,"本册共有畫六幀，筆墨蒼渾，敷色頗重。除第六幀有題詩外，其餘五幀唯有名款。就畫風而論，應爲石濤盛年時期作品。
對頁題詩與畫面内容似無清晰的對應關係。尤其是册後另附的題詩頁，上有數首石濤自京師南歸前後詩作，如《南歸賦别金臺諸公》《歸來酬友人作》等，時間已晚至康熙三十一年之後。
册中題詩内涵豐富，涉及石濤諸多友人，尤其是他在南京時期的好友，如程邃、周京、黄雲、馮蓼庵、張瑶星、張惣、湯燕生、戴本孝、杜岕、柳堉、吴嘉紀、周貞棲及佛門師兄元鋭祖庵等人。這些人對石濤中年時期的藝術思想及風格變化具有重要影響。本圖藏于上海博物館。",FALSE
246(2).jpg,246(1).jpg,書畫合璧,"本册共有畫六幀，筆墨蒼渾，敷色頗重。除第六幀有題詩外，其餘五幀唯有名款。就畫風而論，應爲石濤盛年時期作品。
對頁題詩與畫面内容似無清晰的對應關係。尤其是册後另附的題詩頁，上有數首石濤自京師南歸前後詩作，如《南歸賦别金臺諸公》《歸來酬友人作》等，時間已晚至康熙三十一年之後。
册中題詩内涵豐富，涉及石濤諸多友人，尤其是他在南京時期的好友，如程邃、周京、黄雲、馮蓼庵、張瑶星、張惣、湯燕生、戴本孝、杜岕、柳堉、吴嘉紀、周貞棲及佛門師兄元鋭祖庵等人。這些人對石濤中年時期的藝術思想及風格變化具有重要影響。本圖藏于上海博物館。",FALSE
246(3).jpg,246(1).jpg,書畫合璧,"本册共有畫六幀，筆墨蒼渾，敷色頗重。除第六幀有題詩外，其餘五幀唯有名款。就畫風而論，應爲石濤盛年時期作品。
對頁題詩與畫面内容似無清晰的對應關係。尤其是册後另附的題詩頁，上有數首石濤自京師南歸前後詩作，如《南歸賦别金臺諸公》《歸來酬友人作》等，時間已晚至康熙三十一年之後。
册中題詩内涵豐富，涉及石濤諸多友人，尤其是他在南京時期的好友，如程邃、周京、黄雲、馮蓼庵、張瑶星、張惣、湯燕生、戴本孝、杜岕、柳堉、吴嘉紀、周貞棲及佛門師兄元鋭祖庵等人。這些人對石濤中年時期的藝術思想及風格變化具有重要影響。本圖藏于上海博物館。",FALSE
246(4).jpg,246(1).jpg,書畫合璧,"本册共有畫六幀，筆墨蒼渾，敷色頗重。除第六幀有題詩外，其餘五幀唯有名款。就畫風而論，應爲石濤盛年時期作品。
對頁題詩與畫面内容似無清晰的對應關係。尤其是册後另附的題詩頁，上有數首石濤自京師南歸前後詩作，如《南歸賦别金臺諸公》《歸來酬友人作》等，時間已晚至康熙三十一年之後。
册中題詩内涵豐富，涉及石濤諸多友人，尤其是他在南京時期的好友，如程邃、周京、黄雲、馮蓼庵、張瑶星、張惣、湯燕生、戴本孝、杜岕、柳堉、吴嘉紀、周貞棲及佛門師兄元鋭祖庵等人。這些人對石濤中年時期的藝術思想及風格變化具有重要影響。本圖藏于上海博物館。",FALSE
246(5).jpg,246(1).jpg,書畫合璧,"本册共有畫六幀，筆墨蒼渾，敷色頗重。除第六幀有題詩外，其餘五幀唯有名款。就畫風而論，應爲石濤盛年時期作品。
對頁題詩與畫面内容似無清晰的對應關係。尤其是册後另附的題詩頁，上有數首石濤自京師南歸前後詩作，如《南歸賦别金臺諸公》《歸來酬友人作》等，時間已晚至康熙三十一年之後。
册中題詩内涵豐富，涉及石濤諸多友人，尤其是他在南京時期的好友，如程邃、周京、黄雲、馮蓼庵、張瑶星、張惣、湯燕生、戴本孝、杜岕、柳堉、吴嘉紀、周貞棲及佛門師兄元鋭祖庵等人。這些人對石濤中年時期的藝術思想及風格變化具有重要影響。本圖藏于上海博物館。",FALSE
246(6).jpg,246(1).jpg,書畫合璧,"本册共有畫六幀，筆墨蒼渾，敷色頗重。除第六幀有題詩外，其餘五幀唯有名款。就畫風而論，應爲石濤盛年時期作品。
對頁題詩與畫面内容似無清晰的對應關係。尤其是册後另附的題詩頁，上有數首石濤自京師南歸前後詩作，如《南歸賦别金臺諸公》《歸來酬友人作》等，時間已晚至康熙三十一年之後。
册中題詩内涵豐富，涉及石濤諸多友人，尤其是他在南京時期的好友，如程邃、周京、黄雲、馮蓼庵、張瑶星、張惣、湯燕生、戴本孝、杜岕、柳堉、吴嘉紀、周貞棲及佛門師兄元鋭祖庵等人。這些人對石濤中年時期的藝術思想及風格變化具有重要影響。本圖藏于上海博物館。",FALSE
